mes,indice_coincidente_JP,empleo_total_EE,nómina_en_manufactura,exportaciones,importaciones,indice_de_actividad_económica_EU,registro_en_hoteles,horas_trabajadas_manufactura,ventas_al_detalle,generación_energía_eléctrica,ventas_de_cemento,indice_de_precios,indice_coincidente_de_turismo_JP,indice_coincidente_de_construcción_JP,registro_de_paradores,empleo_en_turismo,ventas_materiales_de_construcción,empleo_en_construcción,empleo_en_manufactura,indice_coincidente_de_manufactura_JP,consumo_de_gasolina,producción_de_cemento,indice_de_actividad_económica_BGF,valor_permisos_de_construcción
2004M10,0.66673,17.48488,11763.66031,80091.93160,-297783.35497,-0.78283,9140.76091,145.01492,278837.18952,-6.94941,-101.55958,-0.01946,0.06056,1.18773,1931.67234,609.81916,1816.71238,516.43125,1820.57298,1.87596,9.90413,232.02087,0.63229,21571.37521
2004M09,0.05729,13.79925,-8462.24009,-478247.93671,-485732.27669,-1.07262,3076.73188,-235.99333,110978.81603,-187.94114,-316.11539,-0.01878,-0.42356,0.52425,-3.95807,526.72022,-8871.61587,-236.45950,1974.69270,1.30452,12.68055,-298.13999,0.76361,-7113.38151
2004M08,0.95414,14.25209,7636.19367,-42757.78562,30394.96141,-1.16190,6748.40191,80.06032,144817.42797,37.48577,120.13259,-0.02005,-0.50417,0.87582,630.68491,619.92155,-5476.17071,-117.21708,1917.31564,2.63706,7.72540,132.28962,2.30236,-9044.74950
2004M07,0.55699,15.94157,6075.71681,334520.25407,88287.72851,-1.25085,8656.57366,80.16254,140933.56760,2.22957,163.07196,-0.01847,-0.78153,0.44187,-253.43481,588.37241,-1673.94736,152.93566,1082.09141,1.97301,18.09117,359.66278,1.34826,17591.05207
2004M06,0.26555,21.16573,5686.02565,-182093.61852,-69631.84074,-1.43966,3255.99773,45.29936,104161.65980,28.58821,187.58937,-0.01535,-0.45587,0.02184,-471.05820,460.01730,-9459.89881,-502.22324,796.65484,1.31177,11.90696,189.62376,0.60102,17812.97385
2004M05,0.07950,3.22251,7094.76965,-115387.78545,121853.70707,-1.22848,-7925.64208,43.45623,103604.04197,-58.24036,-455.82978,-0.02208,-0.32743,-0.98481,358.27577,364.79617,-18595.96513,-1021.91694,87.63240,1.05274,14.39273,-103.51833,-0.33966,-6152.16927
2004M04,-0.10145,1.40966,3891.55436,116294.77626,535991.36263,-1.51747,3504.31291,6.61819,115094.24781,25.04158,178.09847,-0.02217,-0.59642,-1.57866,502.33173,202.64541,-14818.01337,-833.36469,-104.35561,0.89528,12.74378,-133.71227,0.02591,18173.10018
2004M03,-0.17762,0.22493,7131.93061,111944.97995,792978.17642,-1.50678,-3579.41747,54.77001,68815.01160,-22.56781,116.46159,-0.02371,-0.56309,-2.06026,-508.22845,346.49863,-18440.76713,-657.77787,87.31048,1.43878,2.45970,27.54565,0.09743,-1002.59288
2004M02,-0.44930,-0.33395,3848.41920,20955.84160,426577.06316,-1.79655,2572.85957,54.89636,54143.17954,71.32944,119.84568,-0.02311,-0.92764,-1.93015,523.55324,304.28783,-32227.83564,-740.36144,226.25111,1.08260,3.39340,65.49793,0.17460,-2106.36374
2004M01,-0.71681,1.73074,7353.48589,-474445.48658,-346177.18107,-1.78689,2040.86445,57.98151,29592.06686,-13.46850,108.33593,-0.02618,-0.89030,-1.48885,916.73872,354.94238,-28289.68587,-461.31528,-57.91395,0.52609,4.05760,-73.21727,-0.44290,15071.18003
2003M12,-0.68043,2.01673,6176.56675,172562.98594,540804.94831,-1.67792,171.29772,69.00930,51003.57102,13.93595,-62.28337,-0.02500,-0.85127,-1.93688,-160.31414,194.38926,N/A,230.16646,-430.56665,-0.13141,6.87783,-210.88785,-0.15537,6051.74714
2003M11,-0.84047,-1.97825,1737.04111,-39140.08947,-46455.37299,-1.56973,2220.84420,-48.03687,22244.36114,-26.85949,-934.02879,-0.02328,-0.71076,-2.57473,-73.05452,282.55275,N/A,-1148.10683,-350.08853,-1.09055,-2.12388,-477.79182,0.13689,-17547.77003
2003M10,-0.99722,-2.75651,2771.24065,83481.60703,178603.85784,-1.76241,4266.18738,-6.17415,26956.71279,28.74276,117.38359,-0.02201,-0.96897,-2.00289,1196.06961,349.35561,N/A,-1034.32753,-1049.85779,-2.35200,-0.20307,-162.75750,0.73357,3285.27424
2003M09,-1.45095,-5.52033,-457.51636,120765.69732,569536.00210,-1.95601,-11569.00639,-57.41929,-13209.27009,32.94051,326.64489,-0.01771,-1.62608,-2.42182,-588.68912,116.71842,N/A,-1668.67916,-2558.24991,-3.81640,-5.73122,-229.27726,0.53438,29993.26105
2003M08,-1.90194,-8.07197,-750.93305,-9045.84088,229277.04293,-2.05061,7076.89633,-74.78903,9132.30844,-18.46867,-309.75466,-0.01836,-1.98228,-3.83198,446.41265,-124.44093,N/A,-1648.33726,-3176.63230,-4.88438,-3.55113,63.88150,0.13900,5518.44616
2003M07,-1.95046,-12.21366,-2543.70898,272282.03830,243721.56893,-1.84624,-685.38176,-127.29963,8074.44624,-3.68743,106.47264,-0.01857,-2.03774,-4.43378,512.92285,-524.20546,N/A,-2431.46449,-4113.35262,-5.35656,-8.35288,-161.02276,0.14712,8436.55390
2003M06,-1.99676,-13.44754,-5216.53796,309698.45056,100055.39959,-1.94293,-2193.17256,-149.96680,-3826.92929,-33.11833,-18.28313,-0.01494,-2.69261,-4.62764,-339.31405,-635.65722,N/A,-2689.21081,-4049.73401,-5.63348,-8.26189,-82.10850,-0.64157,1088.56602
2003M05,-2.04106,-13.47569,-2351.09414,502457.41063,209167.47382,-1.94068,-1786.80269,-118.80526,-28959.95306,4.23616,-35.23270,-0.01196,-2.54704,-5.41392,1517.24249,-709.87421,N/A,-2894.70738,-4591.06788,-5.91568,-7.80705,-89.30292,-0.82739,-16474.60084
2003M04,-2.28359,-13.00006,-5275.01143,115428.54361,73374.95849,-2.13950,-5687.58183,-121.82856,2867.26955,2.27376,-189.78664,-0.00554,-2.70114,-5.09295,196.43558,-575.92954,N/A,-3359.06465,-4474.61439,-6.60364,-10.79830,-71.58315,-1.81065,31525.86157
2003M03,-2.42456,-11.42250,-7676.90560,-246545.40240,-129482.59346,-2.03937,-3853.80589,-111.04934,-69616.14339,44.19222,-160.45530,-0.00137,-2.55501,-5.56501,735.19667,-630.89084,N/A,-3184.37072,-4552.59828,-7.59778,-7.04723,-314.56664,-2.49165,-44089.01137
2003M02,-2.46414,-15.24478,-8063.35173,19058.43006,142934.80474,-2.04025,1040.27311,-189.47932,-71954.09591,39.08922,-219.64751,-0.00386,-2.50873,-5.83037,803.35567,-646.82128,N/A,-4022.68777,-5174.20976,-8.49850,-5.81486,-137.77788,-4.47068,-15879.82755
2003M01,-2.30250,-17.76856,-12846.86564,133709.80080,30920.13895,-1.74209,4926.43289,-267.12934,-68419.95490,48.26214,-4.17089,-0.00769,-1.76237,-6.08922,1180.63681,-673.77919,N/A,-4314.05339,-5917.60390,-8.80612,-6.62042,-112.45029,-3.44802,63592.54533
2002M12,-2.53979,-19.89538,-10034.90094,8690.32256,-321559.70785,-1.84482,-1643.55686,-258.00878,-69354.53205,22.80803,-454.83138,-0.00668,-1.91595,-5.84172,801.85815,-188.81789,N/A,-5085.47418,-5172.89587,-8.62090,-5.36253,-351.66197,-2.82389,749.96212
2002M11,-2.37615,-23.12667,-11800.81212,377644.57640,-172322.09128,-1.54837,5242.03554,-237.12497,-71344.11110,62.02357,273.16516,-0.00201,-1.76951,-4.98800,2005.42862,-590.98549,N/A,-3487.92339,-5900.15515,-8.64302,-0.22349,-10.18149,-1.09851,18302.98696
2002M10,-2.51167,-21.96368,-12781.87625,99581.07630,-15752.88577,-1.65264,2855.95444,-277.48324,-74737.44067,8.00529,118.31633,-0.00279,-2.02305,-5.22811,1204.55096,-666.32867,N/A,-3249.33509,-5883.41133,-8.07261,-2.97539,-48.97141,-1.37207,-22081.82177
2002M09,-2.34646,-21.70748,-8324.27933,193727.42233,-94225.63613,-1.55753,4321.90377,-208.08709,-95206.71886,0.04922,8.91764,-0.00412,-2.07658,-5.86210,1179.91245,-669.88954,N/A,-3848.61639,-5071.64847,-7.20974,-3.07303,-85.79409,-1.24474,-18859.14695
2002M08,-2.28059,-22.65900,-7812.10872,234012.44617,-67554.76558,-1.36291,5332.56539,-219.93788,-84870.56712,1.25132,154.86371,-0.00509,-1.73007,-6.58995,1689.39106,-706.70506,N/A,-4171.64936,-5034.80523,-7.25439,-1.49750,-425.01409,-1.61670,-21779.80103
2002M07,-2.31410,-24.11896,-9429.38758,3779.48471,-10163.97034,-1.26865,1812.58783,-246.03538,-71126.87225,7.50757,71.74905,-0.00321,-1.68349,-6.61161,359.55567,-516.80703,N/A,-4500.28636,-5976.78112,-6.80651,-0.28881,190.53532,-2.18809,15003.84901
2002M06,-2.24704,-24.58795,-4225.07878,-90618.93081,-163573.42533,-0.97462,5609.57848,-153.37764,-91012.86621,-10.68607,-465.63299,-0.00347,-2.93680,-6.22697,1564.46211,-551.22179,N/A,-4038.34755,-3760.43684,-5.56598,2.22584,-377.16019,-2.75908,-31593.59572
2002M05,-2.47942,-23.16635,-7598.07242,660.70165,9974.77293,-1.08066,5199.13072,-242.96082,-58804.23214,-18.63369,-39.18963,-0.00367,-3.18993,-6.13588,494.86345,-569.97169,N/A,-3657.61839,-3731.58693,-6.33264,-0.06314,-124.98324,-2.82978,58083.95011
2002M04,-2.81126,-22.45434,-3474.22601,6498.58340,-396057.20993,-1.18662,696.79468,-218.77989,-54986.95089,-28.33932,-32.32450,-0.00761,-3.44280,-6.13814,-2299.79931,-661.07485,N/A,-3541.85317,-5299.01694,-7.80626,-0.07696,-149.71529,-2.90032,-25419.18441
2002M03,-2.84252,-22.45194,-3222.33843,58591.91062,-6367.28525,-1.19232,532.08034,-263.82797,-64247.54962,-57.10681,-515.14092,-0.01318,-3.59530,-4.73348,2870.11099,-630.54497,N/A,-2643.77795,-6954.48362,-8.38660,2.18250,-364.77833,-2.67076,-12329.91835
2002M02,-2.87317,-18.35899,-7959.18177,-97137.17064,-168820.30836,-1.09759,-6610.50768,-296.09647,-83010.13116,-44.63983,-117.84196,-0.01180,-4.04730,-3.52161,338.14927,-822.39065,N/A,-947.09146,-6610.70285,-7.67332,1.51586,-217.60639,-3.24118,-15140.27465
2002M01,-2.70316,-16.87516,-8312.50323,-591428.96644,-52690.08549,-1.00224,-10077.46886,-379.57476,-63301.30265,0.45842,-39.82673,-0.01334,-4.09863,-2.60220,-876.35169,-988.61562,N/A,-739.47205,-5643.33681,-6.56605,2.62080,-198.87701,-3.41163,-32289.78110
2001M12,-2.43239,-20.59997,-2422.98860,-55113.03332,-467731.12021,-0.90609,-3931.25169,-186.24994,-91247.03068,-37.01492,-762.39340,-0.01013,-4.14910,-2.77488,189.43827,-1021.21730,N/A,501.40925,-5454.99670,-5.66434,1.22478,-211.70534,-3.68211,-22080.94869
2001M11,-2.16076,-20.93282,-1979.25955,-94839.36431,-111819.50954,-0.80892,-9956.22689,-166.10618,-72311.79343,-37.46274,-144.13987,-0.00654,-4.29849,-2.73928,477.45609,-1420.18543,N/A,-1202.11287,-5030.25017,-5.16769,0.48737,-138.74262,-2.85263,-27205.23924
2001M10,-1.78815,-19.57295,-5684.91903,28392.47280,-186823.74149,-0.51054,-11377.73484,-160.12620,-68779.36500,-20.68761,-75.05812,-0.00098,-3.24654,-1.99497,-908.56279,-1434.50190,N/A,-832.70761,-4226.62279,-4.57558,-0.64947,-91.35121,-2.52314,-23918.54421
2001M09,-1.81442,-17.61943,-4989.55474,-50332.35799,-489896.44122,-0.51072,-24685.03911,-151.29145,-74222.96153,-24.49183,-88.93905,-0.00035,-2.39296,-2.44155,-343.78657,-297.13765,N/A,-319.03489,-3559.60129,-3.98741,-3.01148,-174.56456,-2.29359,-41873.04513
2001M08,-1.23942,-15.17118,-2621.71050,133680.08822,-564887.79240,-0.00925,-6725.31548,-112.58214,-77777.26846,1.02247,45.72703,-0.00024,-1.53743,-2.27857,-859.37647,-376.05252,N/A,-1451.74820,-3294.63982,-3.30257,0.19610,-148.86469,-2.46390,-7965.53897
2001M07,-1.16298,-19.12700,-5799.89164,-29407.85525,-101742.19858,0.09410,-3135.54925,-107.97731,-111038.39852,-33.44666,-18.04949,0.00704,-0.97962,-1.00557,-587.99104,-323.20410,N/A,-889.49857,-1758.16502,-1.92042,-3.83296,-127.35776,-2.33397,-31760.99961
2001M06,-0.98492,-12.38554,-5651.58325,195456.11337,-124843.70465,0.19954,5194.32616,-64.45515,-119130.86430,-36.70117,-104.45859,0.01590,1.48082,-0.02208,-324.28220,317.45297,N/A,456.07418,1954.42185,-0.84029,-1.71604,-100.06291,-2.30369,-2989.03949
2001M05,-0.20505,-9.54535,-6155.22567,157934.52283,-282842.57043,0.70731,4452.40155,-75.99298,-113826.32163,-13.44277,-21.89011,0.01444,2.04423,0.67240,-1090.49736,283.96651,N/A,254.33707,1361.73310,0.23850,-1.92358,-395.24771,-1.77293,-11182.72594
2001M04,0.37681,-6.70484,-11968.21565,25173.39367,3463.90754,0.91762,5891.72762,-191.56766,-88865.50709,-31.97286,-102.13307,0.00966,2.31096,1.97835,-774.08138,221.38189,N/A,729.65364,2004.36600,1.71665,-1.55914,-290.25021,-1.14154,-27366.80325
2001M03,1.06086,-3.26237,5965.09759,-143367.47215,-192937.38484,1.33068,10739.32071,95.84455,-77090.27901,-0.09275,-7.17633,0.01157,2.68134,3.29624,250.12925,139.74232,N/A,1656.38541,3229.90726,3.99485,-3.94742,-51.42461,-0.40935,1748.57057
2001M02,1.44730,-1.41624,3619.45713,135462.53306,22394.41162,1.64671,-4746.84829,89.26888,-79958.81000,-24.10351,-50.20797,0.01366,3.15568,3.92654,-595.99596,226.08927,N/A,1471.88833,3851.92815,4.27377,-9.35092,-117.60810,0.02381,23364.84869
2001M01,1.53630,0.03527,2736.56007,-133882.87678,240671.64479,1.66589,5912.10864,66.72980,-49794.67784,7.49380,122.78400,0.01374,3.13425,6.26969,303.91056,273.46313,N/A,1763.50554,3947.97503,5.05406,-9.37348,-100.19321,-0.04189,44413.17078
2000M12,1.72805,8.19390,5564.07556,34607.96704,-25707.51023,1.88843,8650.11616,187.25112,-112774.84336,16.29831,-4.48805,0.01821,3.21734,7.62611,270.52097,100.90258,N/A,5592.56882,5619.56451,6.33634,5.21577,5.98073,-0.00626,72752.19623
2000M11,1.72270,12.26138,1107.65162,7604.76625,-90854.73539,1.91448,6982.05330,126.85609,-131912.88315,-2.79092,140.18730,0.01747,3.10516,7.09614,-514.29489,-30.55584,N/A,4657.39634,6209.18277,6.62117,5.66506,-65.52209,-0.06914,46638.04172
2000M10,1.92040,13.93937,9000.89337,239629.95556,36861.48572,2.04421,-852.26766,224.56657,-116192.50365,11.42505,270.02151,0.01571,2.99795,7.38010,101.73070,-65.87636,N/A,4522.26314,6127.27259,7.00907,1.75536,-55.19184,0.36965,52602.36260
2000M09,2.12128,4.02946,8848.39735,555568.91099,210061.37057,2.27776,1725.91169,178.40339,-67706.39343,-5.65481,54.42496,0.01295,3.29588,7.37822,3168.16946,-271.02298,N/A,5018.40831,5431.22887,6.50054,4.26687,-15.96261,1.01029,82040.65434
2000M08,2.12547,8.53311,6607.69068,-135013.84043,164753.85218,2.21526,-4686.64365,152.38569,-83686.34452,20.26836,14.60594,0.01369,3.09913,7.29071,94.59231,-166.95919,N/A,5317.03603,5018.39922,6.09597,2.93424,-112.77990,1.65296,18981.50651
2000M07,2.23306,20.45177,9231.23218,568286.94153,-295882.75726,2.25681,-6399.18202,291.53119,-90735.62653,18.49349,6.97233,0.01901,3.30783,7.81768,2577.44571,-54.64637,N/A,5253.31179,4941.08935,5.69575,7.33408,-16.85283,1.49781,19267.67569
2000M06,2.04415,36.88679,5530.42970,-102609.46112,55238.58319,2.40251,-2962.91558,143.85648,-67474.86335,-0.38066,251.03187,0.01363,2.92211,7.85923,-222.32457,-130.04463,N/A,5768.36002,3184.56623,4.90020,0.12203,54.94839,0.64501,39512.37197
2000M05,1.75880,8.43940,8826.61985,-141775.15131,-105321.80249,2.35244,-2704.00712,167.37587,-68763.97872,-19.65549,210.39229,0.00615,2.64206,7.31536,-172.99270,-231.11367,N/A,5715.26465,3257.05873,4.90958,0.73906,100.70645,-0.40531,40252.65678
2000M04,1.97707,7.71052,10257.09658,-26363.44023,-189816.01653,2.50664,-750.59656,204.10257,-66585.37576,-20.93235,-101.84065,0.00856,2.66774,6.08603,1218.46891,-239.81216,N/A,5428.06507,2784.77113,4.42416,-1.15802,165.61576,-0.45301,33496.98667
2000M03,1.59899,2.10101,6729.08573,-88216.54511,123138.65148,2.26516,-5402.80298,109.04849,-62669.92701,-42.91249,344.13719,0.00757,2.29920,4.77114,-183.01083,-383.09700,N/A,4539.75658,1880.88258,4.14411,0.63010,30.85355,-0.39795,9335.50758
2000M02,1.42459,1.31169,9599.73398,-177076.47978,-142498.62338,2.02802,1530.26037,175.22398,-14530.99122,56.90303,265.83075,0.00247,2.13649,3.87055,994.18757,-299.92323,N/A,3728.29261,3413.55075,4.16963,1.09697,9.01999,-0.03999,21303.50702
2000M01,1.15389,-1.55666,6945.13611,38944.42263,-358725.61621,2.09522,-5795.47811,116.63854,12348.55641,-67.48651,-45.45769,0.00057,2.27959,2.88406,-427.41495,-268.24296,N/A,3018.59155,3052.91879,2.20083,-3.39867,86.15040,-0.07897,27297.60044
1999M12,1.18689,-1.40327,2893.31281,-21198.80470,32062.99743,1.86674,-11063.10181,36.30032,-30143.04718,-20.18230,124.67208,-0.00104,2.42852,3.31147,-2050.70517,-31.00596,N/A,2379.54302,-1088.89649,1.03784,-0.80993,374.42653,0.08523,7819.33892
1999M11,1.32357,-0.82734,2728.23120,64728.57094,80749.30993,1.54255,-6481.64940,49.21656,-37332.66035,9.11501,-191.07935,-0.00395,2.48324,3.65254,-1118.96652,194.84007,N/A,3401.01335,-257.80184,1.58072,-0.95031,-284.31937,0.65279,532.36290
1999M10,1.36393,-1.32808,4643.83605,-106888.55418,130503.16628,1.22261,1081.92582,61.39423,-46392.90886,21.00492,-89.81237,0.00004,2.24372,5.00700,189.93335,224.34765,N/A,3261.85051,-1162.69558,2.72958,-1.57157,116.53850,1.32383,-15792.44748
1999M09,1.50793,2.69533,8468.05111,-34899.78325,216032.78840,0.80687,-3642.27946,117.83993,-29055.13042,57.08687,402.57411,-0.00067,1.70989,6.37457,762.53545,251.56781,N/A,5470.87624,857.52592,3.98446,0.92536,272.92560,1.79850,-87.91623
1999M08,1.85554,0.44370,10850.76427,94989.10532,180938.39123,0.99525,-10411.17688,166.55977,-26746.30477,15.96013,369.38187,-0.00179,1.88167,6.25491,355.07932,110.54985,N/A,4590.88709,1243.97528,4.44541,1.47074,101.62860,2.07694,-24084.44549
1999M07,2.00671,10.91782,12203.79809,62470.60238,277788.52281,0.88768,1902.35003,261.55895,1218.81256,12.12353,345.00959,-0.00381,1.65898,5.74766,710.99860,74.34113,N/A,5000.63741,1525.75851,4.51246,3.03281,258.53395,2.55926,16280.26330
1999M06,1.96138,26.41850,11604.89141,45680.46585,179371.33504,0.78409,-460.50196,169.84139,239.67238,-7.52423,423.45308,-0.00333,-0.05830,6.05237,938.72422,-92.01186,N/A,3340.84612,1422.97201,3.78559,2.01982,355.11616,2.64555,-31348.90551
1999M05,1.71946,6.74643,11838.68891,41718.97165,181740.83639,0.88439,-1588.55072,177.40901,3625.71613,28.61547,374.70552,-0.00475,-0.17028,5.36859,870.38159,-76.46318,N/A,3074.19357,1284.70041,3.16473,2.08580,714.56995,2.33592,-18519.29313
1999M04,1.28087,4.90213,7944.74570,-8460.95681,337609.65129,0.68848,1062.38942,122.26238,-2857.61662,24.34130,627.85680,-0.00727,-0.27708,3.69579,-590.81109,-363.96620,N/A,2891.33430,969.01737,1.44981,3.88539,423.42992,1.53040,-7204.69894
1999M03,1.04550,1.48604,5928.52557,153023.28199,220795.00187,0.69626,1000.51637,67.40073,22310.08574,11.25170,572.89392,-0.00950,-0.27881,2.43342,291.55764,213.52632,N/A,1336.89917,-2568.01338,0.64072,4.24428,507.60353,1.22906,-9062.67937
1999M02,0.91322,-0.90141,2327.43100,149486.35486,361944.50521,0.90763,5395.01987,39.82235,21475.25684,-78.65504,413.79904,-0.00822,-0.07560,0.68089,-1186.29620,165.06440,N/A,1362.49669,-1407.33558,0.93735,1.93414,462.58865,1.03191,-12040.63530
1999M01,0.68392,1.54017,9353.81871,151087.74787,12584.07476,0.62248,12269.08193,142.52498,39678.15821,-24.38078,230.34991,-0.00655,-0.46756,-0.36241,-190.95882,240.69645,N/A,1234.72509,-619.87315,0.93955,0.85045,705.02855,1.13898,-16228.79767
1998M12,-0.04254,-2.78880,648.02748,100503.79364,185592.83116,0.74070,5521.84291,16.50609,32001.88563,2.47330,18.72107,-0.00437,-0.45479,-0.59708,-1235.70731,197.46957,N/A,352.17206,-1994.53915,0.14722,-7.87304,-7.98257,-0.64971,-37228.60449
1998M11,-0.86629,-2.48793,4625.32391,66779.65900,21103.79797,0.66215,-4324.65147,98.76203,44211.22876,-36.39386,27.78528,-0.00559,-0.43741,-0.42375,-1310.01724,97.42903,N/A,1020.41577,-1465.24187,-0.33979,-5.95416,28.43256,-3.73416,-49547.76859
1998M10,-0.78748,-5.55680,3586.96961,3317.73528,47348.56670,0.68671,-11036.39810,53.28902,48412.73029,-276.48329,-381.88482,-0.00421,0.08448,-1.44301,-3475.35469,353.61856,N/A,462.03170,-3434.87419,-0.82163,2.22402,-29.40132,-3.31436,54363.48450
1998M09,-0.50622,-3.29496,-945.80953,-126075.10147,-201980.43397,0.61425,-543.36051,28.08252,-43580.40818,-383.89577,-865.91683,-0.00523,0.51077,-2.25545,-1784.47561,664.08114,N/A,-834.41260,-1304.31771,-0.49842,-5.06118,-736.94838,-1.49027,-36816.48847
1998M08,0.57735,1.59807,-2095.81527,-157551.00078,-147642.14073,0.64463,-1832.41709,5.13759,11103.64136,54.37008,-294.43539,-0.00314,0.64137,-1.06168,-1711.10913,846.85702,N/A,-131.35308,-809.42750,-0.57029,-8.41818,66.34414,1.63818,-1899.55020
1998M07,0.26311,0.42279,1130.15792,-122638.13939,-146450.93174,0.17771,246.55801,-20.55094,13534.04320,58.61857,214.94154,-0.00125,0.27617,-2.06227,1190.22938,881.98135,N/A,-494.21931,-943.04859,-1.13738,-6.31219,57.92538,1.57105,-18859.87932
1998M06,0.05094,13.77970,-3716.66825,-94079.47837,-217885.04598,0.51334,-2450.29526,-56.98827,-2512.12404,49.75363,-152.60174,0.00155,1.81505,-4.05777,-510.96226,874.48272,N/A,-1442.43981,-1727.01974,-1.79981,-5.51460,-115.36191,1.30842,-15445.93982
1998M05,0.04071,2.06929,-4157.08080,-16428.03252,-326239.59239,0.55136,8161.16116,17.82055,58881.11382,43.57871,-392.48256,0.00025,1.85791,-4.44873,-16.99538,872.38290,N/A,-2104.43929,-1725.17245,-1.85768,-7.83369,-204.81763,1.35033,-25711.15013
1998M04,0.03230,0.19194,-6410.83808,-115177.09069,-292252.99871,0.49163,2727.08423,-145.12909,15137.75036,36.19687,-203.11711,-0.00024,1.90461,-3.73568,-554.77739,936.69696,N/A,-2528.63135,-1690.32489,-1.81110,-6.13643,-236.18245,1.49683,-23785.30952
1998M03,0.12557,5.74804,-4222.66635,-22963.81500,-262804.17538,0.43399,537.56794,-40.84192,6204.32481,56.81085,-251.31852,0.00358,1.85502,-3.01909,-1097.61558,882.43320,N/A,-1763.41333,-307.28191,-1.06015,-7.27335,-55.47769,1.74795,-2321.61887
1998M02,0.22041,5.13793,-7892.24241,-48012.47883,-207777.77781,0.37828,18.68526,-68.32157,-7771.74039,66.22312,-174.69837,0.00641,1.80897,-2.89942,-43.11293,935.59271,N/A,-1924.16308,583.16465,-1.00490,-6.48360,-24.50839,2.00370,-27361.19554
1998M01,0.11667,4.36196,-6024.21047,-34560.17839,-67213.43361,0.22432,5838.50498,-46.57135,-13867.07068,67.83569,-183.76629,0.00914,1.66630,-2.37710,480.33604,932.16976,N/A,-2045.24481,-165.77463,-0.84541,-1.69087,73.15869,2.16409,-45945.43896
1997M12,0.21424,6.32040,-4750.15385,-4976.63942,-25053.16716,0.07197,-3421.90425,-53.59405,3167.76846,85.55007,141.36942,0.00679,1.32681,-0.95253,-57.36288,883.15140,N/A,-736.00793,629.10630,-0.18175,2.66169,-33.48521,2.02912,-10517.83745
1997M11,0.21297,4.51350,-5208.60938,4572.67902,-66066.48422,0.02103,6759.48120,-10.39207,2919.31858,40.86724,-7.99810,0.00964,0.99033,-1.22611,1460.99242,723.51751,N/A,-1669.78602,1602.01477,0.88604,-0.73485,588.99191,1.79875,-8403.52480
1997M10,0.01274,6.84147,-7830.07726,-136916.64375,33861.30277,-0.22865,132.71133,-36.96744,-28786.90324,60.18753,155.62319,0.00971,0.25663,-0.89822,428.00448,475.24113,N/A,-1217.90702,2467.15326,1.15792,0.14807,69.74281,1.37295,-12428.65366
1997M09,0.01341,5.10447,3499.98253,429895.93632,37816.39114,-0.27724,1108.78400,128.67792,-25854.40244,73.41094,206.62538,0.00859,0.12550,-0.96923,-461.93543,-27.71028,N/A,-1421.68597,2243.71189,1.13383,0.44269,208.83297,1.15165,-5760.11184
1997M08,-0.18515,6.30262,-2783.82959,-54807.98026,32613.71693,-0.42492,3167.69604,53.54236,-7237.46235,22.93701,-83.90062,0.00488,0.29672,-2.43950,209.56067,479.62709,N/A,-1965.42850,1590.86175,0.31371,0.16212,263.72537,1.43480,-39592.89122
1997M07,-0.18308,1.53599,-5382.94020,59522.88992,57961.92441,-0.47185,159.43573,26.62326,-17787.16678,26.36474,196.93450,0.00689,0.27008,-0.50940,-978.01571,488.21726,N/A,-2597.42930,1898.75660,0.59748,-1.07772,129.80569,1.72231,40208.86073
1997M06,-0.18051,26.20460,-5422.75440,-190679.74685,77355.40619,-0.61819,-4117.03310,22.91756,-14760.54372,20.99292,-2.47932,0.00940,0.24535,0.32074,306.52537,702.02052,N/A,751.03214,2740.53794,0.78508,-1.16785,113.58597,2.21411,20743.00205
1997M05,-0.37758,10.70848,-4217.63576,-74284.64354,229126.10763,-0.66410,-1937.74785,-37.57799,34340.51611,-12.87986,50.54635,0.00723,0.22231,0.45058,286.28136,713.99344,N/A,313.69634,1756.33261,0.77642,-0.18136,225.43424,1.91008,5752.08055
1997M04,-0.47440,13.04744,-2649.90600,-60578.08183,78767.37723,-0.70974,-3814.71414,119.13317,-22182.76414,14.34484,383.49999,0.01108,0.20073,-0.02022,-616.05264,661.08713,N/A,1385.29805,2677.24632,1.07142,0.33114,326.70206,1.61011,10523.68395
1997M03,-0.47113,12.02120,-4088.85431,-157520.77021,36077.79554,-0.55526,3136.07735,45.04790,-27725.42627,-49.83445,-227.33037,0.01254,0.38040,-0.09200,367.41624,547.24722,N/A,-45.43042,2405.37120,0.76999,-1.73781,-21.01583,-0.58592,-31499.64439
1997M02,-0.46786,14.52939,-3757.74942,-146265.94976,44306.33532,-0.60079,1049.66539,43.16215,-12156.34095,-35.21929,-71.35960,0.01301,-0.13892,0.53490,-264.11433,418.41422,N/A,748.23256,2007.77875,0.77203,0.73385,-107.19243,-0.47817,-8774.34232
1997M01,-0.46474,15.57155,-6270.82851,-133100.64611,-9168.30902,-0.94649,5343.06451,32.47151,-18505.16489,-23.51089,123.59914,0.01419,-0.55746,0.36014,-538.54956,315.52444,N/A,665.00898,1119.52189,1.57743,4.13019,85.04180,-0.36676,-14898.30462
1996M12,-0.46186,19.34710,-1034.29977,-204152.75631,-38506.78496,-0.49248,2645.28120,130.97123,-32043.46100,-59.41015,2.73326,0.01489,-0.17545,-0.01662,266.70739,264.51094,N/A,-19.38496,2768.63806,0.38609,-0.25068,144.57341,2.24815,-13260.05840
