year_month,Total de Ventas al Detalle - Miles de Dólares,Ventas al Detalle de Materiales de Construcción * - Miles de Dólares,Ventas al Detalle de Vehículos de Motor Nuevos y Usados - Miles de Dólares,Ventas al Detalle en Cafeterías y Restaurantes - Miles de Dólares,Ventas al Detalle en Estaciones de Gasolina - Miles de Dólares,Ventas al Detalle en Farmacias - Miles de Dólares,Ventas al Detalle en Mueblerías - Miles de Dólares,Ventas al Detalle en Tiendas de Alimentos * - Miles de Dólares,Ventas al Detalle en Tiendas de Radios Televisores y Computadoras - Miles de Dólares,Ventas al Detalle en Tiendas de Ropa y Tiendas de Calzado* - Miles de Dólares,Ventas al Detalle en Tiendas por Departamento - Miles de Dólares,Empleo No Agrícola-  Minería Tala y Construcción,Empleo No Agrícola- Manufactura,Empleo No Agrícola- Todas las Industrias _x,Empleo en Actividades Financieras,Empleo en Bienes Raíces Alquiler y Arrendamiento,Empleo en Comercio al Detalle,Empleo en Comercio al Por Mayor,Empleo en Comercio Transportación y Utilidades,Empleo en Finanzas y Seguros,Empleo en Gobierno Estatal,Empleo en Gobierno Federal,Empleo en Gobierno Municipal,Empleo en Gobierno,Empleo en Hospederías y Restaurantes,Empleo en Información,Empleo en Otros Servicios,Empleo en Recreación y Alojamiento,Empleo en Servicios Educativos y de Salud,Empleo en Servicios Educativos,Empleo en Servicios Profesionales y Comerciales,Actividades Financieras,Comercio Transportación y Utilidades,Empleo No Agrícola- Todas las Industrias _y,Gobierno Estatal,Gobierno Federal,Gobierno Municipal,Gobierno,Información,Manufactura,Minería Tala de Árboles y Construcción,Otros Servicios,Recreación y Alojamiento,Servicios Educativos y de Salud,Servicios Profesionales y Comerciales,Empleo Manufactura de Productos de Metales (Miles de Personas),Empleo-  Manufactura De Bienes Duraderos Misceláneos (Miles de Personas),Empleo- Manufactura de Alimentos (Miles de Personas),Empleo- Manufactura de Bebidas y Tabaco (Miles de Personas),Empleo- Manufactura de Bienes Duraderos (Miles de Personas),Empleo- Manufactura de Bienes No - Duraderos (Miles de Personas),Empleo- Manufactura de Computadoras y  Productos Electrónicos (Miles de Personas),Empleo- Manufactura de Equipos Aparatos y Accesorios Eléctrónicos (Miles de Personas),Empleo- Manufactura de Minerales No - Metálicos (Miles de Personas),Empleo- Manufactura de Químicos (Miles de Personas),Empleo- Manufactura de Ropa (Miles de Personas),Horas - Hombre Mensuales Trabajadas en la Manufactura (miles),Manufactura (miles de Personas),Nómina de los Trabajadores de Producción (miles de dólares),Desempleo_x,Empleo Total_x,Grupo Trabajador_x,Tasa de Desempleo_x,Desempleo_y,Empleo Agricola,Empleo Total_y,Empleo en Administración Pública,Empleo en Comercio,Empleo en Construcción,Empleo en Finanzas Seguros y Bienes Raíces,Empleo en Manufactura,Empleo en Servicios,Empleo en Transportación Comunicaciones y Utilidades Públicas,Empleo por Cuenta Propia,Grupo Trabajador_y,Población Civil No-Institucional,Tasa de Desempleo_y,Tasa de Participación,Balance Comercial - Miles de Dólares,Total de Exportaciones - Miles de Dólares,Total de Importaciones - Miles de Dólares,Número Total de Permisos de Construcción Privados,Número Total de Permisos de Construcción Públicos,Número Total de Permisos de Construcción,Número de Unidades Residenciales Reposeídas,Número de Unidades de Vivienda Privadas,Número de Unidades de Vivienda Públicas,Número de Unidades de Vivienda Vendidas en Puerto Rico - Existentes,Número de Unidades de Vivienda Vendidas en Puerto Rico - Nueva Construcción,Número de Unidades de Vivienda Vendidas en Puerto Rico,Número de Unidades de Vivienda,Permisos de Construcción APP en Puerto Rico,Permisos de Construcción APP en Unidades de Vivienda en Puerto Rico,Permisos de Construcción Privados en Puerto Rico,Permisos de Construcción Privados en Unidades de Vivienda en Puerto Rico,Permisos de Construcción Públicos en Puerto Rico,Permisos de Construcción Públicos en Unidades de Vivienda en Puerto Rico,Producción de Cemento (Miles de Sacos de 94 libras),Total de Permisos de Construcción en Puerto Rico,Total de Permisos de Construcción en Unidades de Vivienda en Puerto Rico,Valor Total de Permisos de Construcción - Miles de Dólares,Valor Total de Permisos de Construcción Privados - Miles de Dólares,Valor Total de Permisos de Construcción Públicos - Miles de Dólares,Valor Total de Permisos de Construcción en Puerto Rico - Miles de Dólares,Valor de Permisos de Construcción APP en Puerto Rico - Miles de Dólares,Valor de Permisos de Construcción Privados en Puerto Rico - Miles de Dólares,Valor de Permisos de Construcción Públicos en Puerto Rico - Miles de Dólares,Valor de las Unidades de Vivienda Vendidas en Puerto Rico (dólares),Valor de las Unidades de Vivienda Vendidas en Puerto Rico - Existentes (dólares),Valor de las Unidades de Vivienda Vendidas en Puerto Rico - Nueva Construcción (dólares),Ventas de Cemento (Miles de Sacos de 94 libras),Commercial Electric Power Consumption (Millions of Kilowatts : Hour),Consumo de Energía Eléctrica Industrial (Millones de Kilovatios : Horas),Consumo de Energía Eléctrica Residencial (Millones de Kilovatios : Hora),Consumo de Energía Eléctrica Total (Millones de Kilovatios : Hora),Consumo de Energía Eléctrica en la Agricultura (Millones de Kilovatios : Horas),Generación de Energía Eléctrica (Millones de Kilovatios : Hora),Arbitrios - Bebidas Alcohólicas,Arbitrios - Vehículos de Motor,Arbitrios Gran Total - Miles de Dólares,Contribución sobre Ingreso Retenida a Corporaciones - Miles de Dólares,Contribución sobre Ingresos - Miles de Dólares,Contribución sobre Ingresos Retenida a Individuos - Miles de Dólares,Contribución sobre Ingresos Retenida a No Residentes - Miles de Dólares,Contribución sobre Ingresos Retenida a Sociedades - Miles de Dólares,De Fuentes Estatales - Miles de Dólares,De otras Fuentes - Miles de Dólares,INDICADORES DE INGRESOS NETOS,Licencias - Miles de Dólares,No Contributivos - Miles de Dólares,Recaudos por concepto del Impuesto sobre Ventas y Usos (IVU) Tasa del 11.5%,Recaudos por concepto del Impuesto sobre Ventas y Usos (IVU) Tasa del 7.0%,Diesel (centavos por litro)_x,Quiebras en Puerto Rico - Capítulo 11,Quiebras en Puerto Rico - Capítulo 12,Quiebras en Puerto Rico - Capítulo 13,Quiebras en Puerto Rico - Capítulo 7,Movimiento de carga- Puerto de San Juan (Toneladas),Movimiento de pasajeros en barcos cruceros (Puerto de San Juan),Movimiento de pasajeros en el aeropuerto Antonio Nery Juarbe Pol (ARE),Movimiento de pasajeros en el aeropuerto Antonio Rivera Rodríguez (VQS),Movimiento de pasajeros en el aeropuerto Benjamín Rivera Noriega (CPX),Movimiento de pasajeros en el aeropuerto Eugenio María de Hostos (MAZ),Movimiento de pasajeros en el aeropuerto Fernando Luis Ribas Dominicci (SIG),Movimiento de pasajeros en el aeropuerto José Aponte de la Torre (NRR),Movimiento de pasajeros en el aeropuerto Luis Muñoz Marín (SJU),Movimiento de pasajeros en el aeropuerto Mercedita (PSE),Movimiento de pasajeros en el aeropuerto Rafael Hernández (BQN),Movimiento de pasajeros en el aeropuerto de Humacao (HUC),Número de barcos cruceros (Puerto de San Juan),Distribuidores de Combustible - A precios corrientes,Equipo de Patio y Jardinería - A precios corrientes,Farmacias y Droguerías - A precios corrientes,Ferreterías y Materiales para el Hogar - A precios corrientes,Gasolineras y Tiendas de Conveniencia - A precios corrientes,Mueblerías - A precios corrientes,Restaurantes y Lugares de Bebidas Alcohólicas - A precios corrientes,Supermercados y Tiendas de Bebidas Alcohólicas - A precios corrientes,Tiendas de Alimentos Especiales - A precios corrientes,Tiendas de Artículos Electrónicos - A precios corrientes,Tiendas de Calzado - A precios corrientes,Tiendas de Cosméticos Productos de Belleza y Perfumes - A precios corrientes,Tiendas de Deporte Instrumentos Musicales y de Entretenimiento - A precios corrientes,Tiendas de Joyería Equipaje y Artículos de Cuero - A precios corrientes,Tiendas de Piezas  para Autos - A precios corrientes,Tiendas de Ropa - A precios corrientes,Tiendas por Departamento y otros Artículos Misceláneos - A precios corrientes,Total de Ventas al Detalle - A precios corrientes,Ventas al Detalle Vehículos de Motor Nuevos y Usados - A precios corrientes,Diesel (centavos por litro)_y,Promedio General (centavos por litro),Sin Plomo Regular (centavos por litro),Sin Plomo Super (centavos por litro),Habitaciones Disponibles en Hoteles - Promedio Diario,Habitaciones Disponibles en Hoteles y Paradores - Promedio Diario,Habitaciones Disponibles en Paradores - Promedio Diario,Habitaciones Ocupadas en Hoteles - Promedio Diario,Habitaciones Ocupadas en Hoteles y Paradores - Promedio Diario,Habitaciones Ocupadas en Paradores - Promedio Diario,Tasa de Ocupación en Hoteles y Paradores,Tasa de Ocupación en Hoteles,Tasa de Ocupación en Paradores,Total de Registros de NO RESIDENTES en Hoteles y Paradores,Total de Registros de NO RESIDENTES en Hoteles,Total de Registros de NO RESIDENTES en Paradores,Total de Registros de RESIDENTES en Hoteles y Paradores,Total de Registros de RESIDENTES en Hoteles,Total de Registros de RESIDENTES en Paradores,Total de Registros en Hoteles y Paradores,Total de Registros en Hoteles,Total de Registros en Paradores,Índice de Actividad Económica del Banco de Desarrollo Económico,Índice de Precios al Consumidor - Alimentos y Bebidas,Índice de Precios al Consumidor - Alojamiento,Índice de Precios al Consumidor - Cuidado Médico,Índice de Precios al Consumidor - Educación y Comunicación,Índice de Precios al Consumidor - Entretenimiento,Índice de Precios al Consumidor - Otros Artículos y Servicios,Índice de Precios al Consumidor - Ropa,Índice de Precios al Consumidor - Todos los Grupos,Índice de Precios al Consumidor - Transportación,Índice Coincidente de Actividad Económica de la Junta de Planificación,Índice Coincidente de Actividad Económica en la Manufactura,Índice de Actividad Económica en el Turismo,Índice de Actividad Económica en la  Construcción
2000-Julio,,,,,,,,,,,,,145.6,"1,023.8",45.5,14.9,129.9,31.4,180.5,30.6,230.8,15.7,51.4,297.9,61.4,21.3,20.0,65.2,78.3,18.5,95.8,45.5,177.0,"1,032.6",245.9,15.7,52.7,314.3,21.2,145.0,n/d,19.9,65.2,75.8,95.1,7.3,11.9,17.4,3.5,57.9,87.1,15.4,8.9,4.7,29.6,18.5,"20,717",145.0,"185,515",144.0,144,"1,140",11.2,139.0,20.0,"1,138",252.0,222.0,86.0,43.0,157.0,309.0,48.0,147.0,"1,277","2,788",10.9,45.8,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,,,,,,,4015.0,612.8,347.9,565.9,"1,568.4",3.6,"1,859.4","$18,879","$30,440","$108,842","$60,613","$282,483","$159,607","$24,825",$98,"$413,279","$21,265","$434,544","$3,724","$17,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,786","9,767",981,"7,404","8,149",746.0,83.4,84.3,76.0,"91,915","88,886","3,029","84,519","64,343","20,176","176,434","153,229","23,205",150.7,85.796,78.648,76.237,89.9,98.347,78.741,143.9,81.81,69.05,,,,
2000-Agosto,,,,,,,,,,,,,144.4,"1,005.3",45.4,15.0,130.4,31.6,181.2,30.4,211.2,15.4,51.2,277.8,61.8,21.5,19.9,65.5,78.8,18.8,96.1,45.3,178.2,995.9,208.7,15.4,50.9,275.0,21.4,144.2,n/d,19.8,65.5,77.4,95.5,7.4,11.9,17.4,3.5,57.8,86.4,15.1,8.8,4.7,29.4,18.1,"20,551",144.2,"185,478",146.0,146,"1,134",11.4,154.0,23.0,"1,116",235.0,218.0,91.0,37.0,156.0,306.0,51.0,158.0,"1,270","2,791",12.1,45.5,,,,,,,,,,,,,,,,,,,,3438.0,,,,,,,,,,,,,4097.0,622.2,350.3,580.6,"1,594.0",3.1,"1,927.8","$18,926","$27,530","$106,701","$98,546","$301,363","$165,646","$29,912",$164,"$438,536","$28,488","$467,024","$4,554","$25,902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,601","9,581",981,"6,334","6,783",449.0,70.8,73.6,45.8,"85,239","81,864","3,375","51,105","39,678","11,427","136,344","121,542","14,802",150.5,85.523,79.565,76.291,89.832,98.074,78.882,143.131,82.091,69.63,,,,
2000-Septiembre,,,,,,,,,,,,,143.4,"1,016.2",45.8,15.0,131.1,31.7,182.2,30.8,217.8,15.4,51.2,284.4,62.4,21.2,20.0,66.1,79.8,19.4,97.2,45.8,179.1,"1,005.3",211.0,15.4,51.3,277.7,21.2,144.1,n/d,20.0,65.6,80.1,96.7,7.4,12.0,17.4,3.5,57.8,86.3,15.3,8.8,4.7,29.7,17.9,"20,390",144.1,"184,867",149.0,149,"1,129",11.6,153.0,22.0,"1,113",228.0,228.0,91.0,39.0,150.0,300.0,53.0,155.0,"1,266","2,792",12.1,45.4,,,,,,,,,,,,,,,,,,,,3337.0,,,,,,,,,,,,,3760.0,627.6,346.0,589.9,"1,602.4",3.7,"1,878.8","$19,570","$35,375","$112,764","$195,018","$408,961","$185,924","$14,516",$47,"$543,683","$20,707","$564,390","$4,186","$17,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,595","9,578",984,"5,142","5,488",346.0,57.3,59.6,35.2,"60,704","59,236","1,468","43,913","35,652","8,261","104,617","94,888","9,729",150.1,85.619,79.682,76.236,90.357,98.155,78.934,143.034,82.282,70.095,,,,
2000-Octubre,,,,,,,,,,,,,141.7,"1,005.7",46.0,15.1,131.9,31.5,182.9,30.9,211.3,15.3,51.3,277.9,63.3,21.6,19.9,67.1,79.6,19.3,95.7,46.1,182.3,"1,001.1",207.2,15.3,51.5,274.0,21.7,141.5,n/d,19.8,65.7,80.5,95.5,7.3,11.7,16.6,3.5,57.3,84.2,15.2,8.8,4.7,29.2,17.4,"20,190",141.5,"184,896",151.0,151,"1,128",11.8,160.0,22.0,"1,123",232.0,237.0,92.0,40.0,151.0,290.0,58.0,155.0,"1,283","2,792",12.5,45.9,,,,,,,,,,,,,,,,,,,,3343.0,,,,,,,,,,,,,3508.0,626.0,360.5,555.3,"1,582.6",3.3,"1,876.9","$18,605","$31,282","$107,743","$68,059","$275,201","$187,864","$11,568",$209,"$420,362","$17,355","$437,717","$20,339","$15,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,687","9,632",945,"5,914","6,069",346.0,63.0,65.9,36.6,"72,200","70,641","1,559","43,972","35,601","8,371","116,172","106,242","9,930",149.7,85.587,80.279,76.342,90.306,98.19,78.939,141.719,82.428,70.319,,,,
2000-Noviembre,,,,,,,,,,,,,141.7,"1,008.7",46.3,15.2,131.7,31.8,183.0,31.1,212.8,15.3,51.2,279.3,63.3,21.6,19.9,67.0,80.1,19.3,95.9,46.4,186.3,"1,011.6",209.5,15.3,51.5,276.3,21.7,142.6,n/d,19.8,66.7,81.0,96.2,7.4,11.7,17.4,3.5,57.3,85.3,15.1,8.9,4.7,29.4,17.5,"20,271",142.6,"184,660",151.0,151,"1,132",11.8,149.0,26.0,"1,132",242.0,231.0,92.0,41.0,153.0,286.0,58.0,152.0,"1,281","2,793",11.7,45.9,,,,,,,,,,,,,,,,,,,,2730.0,,,,,,,,,,,,,3214.0,592.6,333.4,552.4,"1,516.4",3.5,"1,746.5","$23,174","$32,203","$119,573","$107,977","$293,045","$163,025","$13,786",$10,"$434,991","$23,024","$458,015","$7,104","$15,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,772","9,736",964,"6,445","6,833",388.0,70.2,73.5,40.2,"86,419","84,440","1,979","39,419","31,280","8,139","125,838","115,720","10,118",149.0,85.364,79.429,76.477,90.315,98.174,79.047,141.129,82.11,70.126,,,,
2000-Diciembre,,,,,,,,,,,,,141.4,"1,005.8",46.3,15.3,131.4,31.5,182.0,31.0,213.5,15.3,50.6,279.4,62.5,21.5,19.8,66.3,80.3,19.3,95.0,47.3,195.8,"1,036.1",214.9,15.5,50.9,281.3,21.7,143.2,n/d,20.3,67.8,82.7,98.8,7.6,11.8,17.6,3.5,57.3,85.9,15.2,8.2,4.8,29.4,17.6,"20,531",143.2,"188,383",149.0,149,"1,139",11.6,131.0,25.0,"1,163",247.0,240.0,85.0,39.0,153.0,315.0,58.0,174.0,"1,294","2,798",10.1,46.2,,,,,,,,,,,,,,,,,,,,3129.0,,,,,,,,,,,,,3337.0,581.7,331.4,533.2,"1,481.6",3.3,"1,747.2","$29,681","$46,122","$137,761","$191,134","$659,235","$203,907","$245,676",$181,"$830,637","$29,345","$859,982","$6,196","$27,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,894","9,858",964,"5,773","6,150",377.0,62.4,64.9,39.1,"83,256","81,246","2,010","39,765","31,618","8,147","123,021","112,864","10,157",148.5,85.467,79.79,76.468,90.237,98.025,79.257,140.318,82.476,71.26,,,,
2000-Enero,,,,,,,,,,,,,143.8,"1,009.2",45.3,15.1,131.7,32.2,183.6,30.2,212.9,15.4,50.8,279.1,61.4,20.9,19.6,65.5,81.5,19.7,97.3,44.6,184.3,996.6,209.4,15.4,50.3,275.1,20.6,141.9,n/d,19.3,64.3,79.4,96.7,7.1,11.8,17.4,3.4,57.3,84.6,14.7,9.1,4.8,29.7,16.4,"19,684",141.9,"180,084",145.0,145,"1,148",11.2,152.0,23.0,"1,147",244.0,243.0,83.0,41.0,152.0,305.0,55.0,160.0,"1,298","2,798",11.7,46.4,,,,,,,,,,,,,,,,,,,,2739.0,,,,,,,,,,,,,3218.0,546.2,286.0,520.5,"1,394.3",3.4,"1,637.0","$18,217","$36,280","$115,637","$116,292","$374,698","$194,850","$46,722",$263,"$512,000","$41,959","$553,959","$4,616","$16,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,121","10,079",958,"6,602","7,055",453.0,70.0,72.4,47.3,"98,933","95,932","3,001","37,948","28,715","9,233","136,881","124,647","12,234",148.8,85.413,80.583,76.683,90.062,97.845,79.297,140.059,82.715,71.517,,,,
2000-Febrero,,,,,,,,,,,,,144.0,"1,012.8",44.9,14.9,131.4,32.4,183.4,30.0,213.1,19.1,50.7,282.9,61.4,20.7,19.4,64.9,81.3,19.8,97.5,44.3,181.4,"1,005.9",211.4,19.1,50.4,280.9,20.5,142.9,n/d,19.3,64.5,80.9,97.1,7.1,11.8,17.4,3.4,57.3,85.6,14.8,9.1,4.9,29.6,17.5,"20,321",142.9,"187,223",141.0,141,"1,157",10.8,136.0,24.0,"1,163",253.0,234.0,84.0,45.0,159.0,310.0,53.0,160.0,"1,298","2,801",10.5,46.4,,,,,,,,,,,,,,,,,,,,3275.0,,,,,,,,,,,,,4006.0,548.1,327.8,445.9,"1,359.4",3.3,"1,607.4","$14,731","$29,336","$108,591","$49,054","$256,330","$173,148","$24,787",$132,"$387,005","$16,213","$403,218","$4,295","$17,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,543","10,493",950,"7,719","8,205",486.0,78.2,80.9,51.1,"112,468","108,848","3,620","34,541","25,960","8,581","147,009","134,808","12,201",149.4,85.575,81.086,76.896,90.117,97.676,79.581,139.653,82.99,71.9,,,,
2000-Marzo,,,,,,,,,,,,,142.7,"1,014.2",44.9,15.0,131.8,32.5,183.9,29.9,211.8,19.6,50.6,282.0,62.2,20.8,19.7,65.8,81.8,19.9,97.5,44.6,182.0,"1,012.2",211.7,19.5,50.6,281.8,20.7,141.9,n/d,19.6,65.6,82.6,97.6,7.1,11.8,16.5,3.4,57.5,84.4,14.8,9.2,5.0,29.7,17.0,"19,996",141.9,"185,528",137.0,137,"1,164",10.5,136.0,25.0,"1,179",256.0,246.0,80.0,44.0,163.0,313.0,51.0,168.0,"1,315","2,804",10.4,46.9,,,,,,,,,,,,,,,,,,,,3686.0,,,,,,,,,,,,,4586.0,598.9,355.5,462.2,"1,455.2",3.7,"1,716.5","$16,812","$33,041","$119,746","$161,682","$385,671","$192,225","$24,857",$114,"$529,360","$18,554","$547,914","$4,694","$18,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,425","10,379",953,"7,348","7,797",449.0,75.1,78.0,47.1,"117,275","113,801","3,474","37,447","27,869","9,578","154,722","141,670","13,052",149.3,85.603,81.589,77.065,90.62,97.817,80.188,139.509,83.584,73.421,,,,
2000-Abril,,,,,,,,,,,,,142.8,"1,023.1",45.8,15.4,134.0,32.4,185.9,30.4,211.6,23.9,50.2,285.7,62.4,20.8,19.9,66.1,82.0,19.9,97.6,45.6,183.0,"1,019.3",211.2,23.7,49.8,284.7,20.9,142.7,n/d,19.9,66.7,83.3,96.7,7.1,11.5,18.0,3.3,56.9,85.8,14.6,9.1,5.0,29.2,17.5,"20,217",142.7,"188,306",134.0,134,"1,169",10.3,129.0,23.0,"1,159",256.0,238.0,77.0,42.0,161.0,305.0,58.0,160.0,"1,288","2,804",10.0,46.0,,,,,,,,,,,,,,,,,,,,3437.0,,,,,,,,,,,,,3624.0,580.2,332.5,477.1,"1,426.6",3.3,"1,722.5","$15,474","$26,225","$109,329","$335,551","$719,522","$307,734","$57,439",$517,"$848,155","$20,638","$868,793","$4,736","$14,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,534","10,496",962,"7,280","7,837",558.0,74.7,76.4,58.0,"112,745","110,163","2,582","44,600","32,261","12,339","157,345","142,424","14,921",149.0,85.541,80.666,77.305,90.769,97.589,80.452,137.992,83.764,75.278,,,,
2000-Mayo,,,,,,,,,,,,,142.4,"1,023.6",45.7,15.4,133.6,32.5,185.5,30.3,212.1,24.1,50.2,286.4,62.6,20.7,19.8,66.2,82.2,19.9,97.2,45.7,185.2,"1,025.5",212.9,24.1,50.2,287.2,20.8,142.9,n/d,19.9,66.9,83.4,96.6,7.2,11.4,18.0,3.3,57.2,85.7,14.7,9.1,5.0,29.2,17.5,"20,048",142.9,"185,336",132.0,132,"1,171",10.1,133.0,27.0,"1,198",267.0,256.0,72.0,46.0,169.0,310.0,50.0,165.0,"1,331","2,804",10.0,47.5,,,,,,,,,,,,,,,,,,,,3574.0,,,,,,,,,,,,,4247.0,631.5,368.8,548.8,"1,590.5",3.5,"1,875.8","$19,338","$33,134","$135,153","$133,346","$463,625","$300,748","$21,369",$468,"$628,428","$22,800","$651,228","$4,583","$24,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,543","10,498",955,"6,788","7,429",469.0,70.8,72.9,49.1,"96,233","93,533","2,700","47,165","36,686","10,479","143,398","130,219","13,179",148.9,85.711,80.74,77.274,90.737,97.378,80.801,137.496,83.603,74.367,,,,
2000-Junio,,,,,,,,,,,,,142.0,"1,064.2",45.6,15.3,133.1,32.5,185.1,30.3,250.6,23.6,50.6,324.8,62.8,20.9,19.8,66.5,82.7,20.0,98.8,45.8,184.7,"1,063.6",251.3,23.6,50.4,325.3,20.9,142.3,n/d,20.1,66.8,81.2,98.5,7.2,11.4,17.9,3.3,57.0,85.3,14.6,9.0,5.0,29.3,17.3,"20,022",142.3,"186,952",130.0,130,"1,169",10.0,133.0,22.0,"1,175",257.0,250.0,79.0,42.0,166.0,302.0,56.0,150.0,"1,307","2,805",10.1,46.6,,,,,,,,,,,,,,,,,,,,3424.0,,,,,,,,,,,,,4199.0,638.6,350.5,553.2,"1,573.3",3.4,"1,865.7","$22,967","$29,027","$128,506","$264,590","$435,877","$117,388","$41,819",$136,"$661,196","$35,633","$696,829","$4,774","$90,839",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,662","10,651",989,"6,967","7,596",629.0,71.3,72.1,63.6,"85,525","82,851","2,674","66,786","51,956","14,830","152,311","134,807","17,504",150.1,85.515,82.166,77.561,91.486,98.063,81.587,136.47,84.429,76.027,,,,
2001-Julio,,,,,,,,,,,,,143.1,"1,042.2",45.5,15.4,133.9,32.5,185.9,30.1,234.7,15.6,51.0,301.3,62.7,20.7,19.6,66.3,83.8,20.1,99.0,45.6,182.0,"1,046.4",249.1,15.6,50.5,315.2,20.5,142.7,n/d,19.4,66.3,80.8,98.2,7.3,11.5,17.4,3.5,57.1,85.6,14.7,8.8,4.8,29.4,17.7,"20,251",142.7,"190,955",128.0,128,"1,167",9.9,130.0,20.0,"1,170",255.0,245.0,84.0,42.0,161.0,308.0,53.0,162.0,"1,300","2,803",10.0,46.4,,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,3798.0,672.2,342.2,593.5,"1,645.1",4.2,"1,930.8","$19,038","$28,508","$110,428","$69,677","$238,802","$138,580","$22,687",$148,"$371,729","$23,215","$394,944","$4,055","$18,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.66333809,42.95450943,41.63364506,45.59623818,"9,599","10,615","1,016","7,238","8,013",775.0,75.5,75.4,76.3,"97,074","93,839","3,235","82,294","57,628","24,666","179,368","151,467","27,901",151.4,85.522,83.029,77.63,91.542,98.213,82.334,136.234,85.045,77.36,,,,
2001-Agosto,,,,,,,,,,,,,142.4,"1,021.7",45.6,15.4,134.1,32.7,186.5,30.2,211.4,15.5,53.1,280.0,62.4,20.6,19.7,66.1,84.4,20.5,98.8,45.5,183.2,"1,011.1",208.3,15.5,52.8,276.6,20.5,142.1,n/d,19.6,66.1,82.8,98.3,7.4,11.5,17.5,3.5,56.8,85.3,14.3,8.9,4.8,29.5,17.4,"19,853",142.1,"188,206",126.0,126,"1,163",9.8,143.0,20.0,"1,132",234.0,238.0,78.0,38.0,162.0,311.0,50.0,158.0,"1,275","2,802",11.2,45.5,,,,,,,,,,,,,,,,,,,,3147.0,,,,,,,,,,,,,3833.0,648.5,367.9,601.7,"1,685.8",3.4,"2,001.5","$20,572","$32,026","$106,013","$94,081","$292,694","$161,458","$30,037",$136,"$425,386","$28,002","$453,388","$4,259","$21,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.66333809,40.60337085,39.20325461,43.43002061,"9,766","10,748",982,"6,381","6,833",452.0,63.6,65.3,46.1,"98,338","95,372","2,966","49,322","37,539","11,783","147,660","132,911","14,749",151.8,85.598,82.202,77.664,91.418,97.783,82.393,135.694,84.599,76.452,,,,
2001-Septiembre,,,,,,,,,,,,,142.1,"1,024.6",45.6,15.4,134.4,32.8,186.8,30.2,212.7,15.5,53.6,281.8,63.0,20.6,19.7,66.6,84.6,20.3,98.7,45.7,183.5,"1,014.2",206.3,15.5,53.8,275.6,20.6,142.8,n/d,19.7,66.2,85.0,98.3,7.6,11.8,17.1,3.6,57.9,84.9,14.8,8.8,4.8,29.5,17.4,"20,018",142.8,"191,031",125.0,125,"1,160",9.7,124.0,19.0,"1,146",242.0,241.0,86.0,34.0,165.0,308.0,51.0,162.0,"1,270","2,802",9.8,45.3,,,,,,,,,,,,,,,,,,,,3049.0,,,,,,,,,,,,,3529.0,663.0,336.4,610.6,"1,634.0",3.5,"1,886.8","$16,710","$30,579","$103,475","$207,655","$408,423","$170,559","$23,664",$47,"$540,904","$34,446","$575,350","$9,023","$17,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.51254821,40.9203783,39.70518307,43.35076874,"9,627","10,583",956,"5,188","5,607",419.0,53.0,53.9,43.9,"68,817","67,304","1,513","45,374","35,229","10,145","114,191","102,533","11,658",151.6,85.691,82.339,77.874,91.99,97.528,82.582,135.015,84.606,76.163,,,,
